wing_area, 0.526902059688945
AR, 4.0
ba, 0.36294009825622225
wingspan, 4.44201248807124
aft_area, 0.25497851375321545
keel_area, 0.195042127427396
V_dihedral, 0.718606768684288
Vtail_area, 0.4500206411806114
Pcruise, 0    2.179155
Name: K, dtype: float64
wirelength, 3.7810062440356202
